transaction_id,merchant_id,order_id,amount,currency,payment_method,gateway_status,gateway_timestamp,error_code,error_description
TXN100291,MERCH1004,order_000292,149.59,INR,netbanking,failed,2026-03-01T00:38:00,PG_502,Issuer declined the payment
TXN100292,MERCH1003,order_000293,1499.42,INR,wallet,captured,2026-03-22T00:16:00,,
TXN100293,MERCH1018,order_000294,149.73,INR,upi,captured,2026-05-19T17:52:00,,
TXN100294,MERCH1003,order_000295,499.43,INR,wallet,captured,2026-01-15T02:24:00,,
TXN100295,MERCH1024,order_000296,4999.18,INR,wallet,captured,2026-01-03T12:13:00,,
TXN100296,MERCH1018,order_000297,4999.51,INR,netbanking,captured,2026-05-27T14:03:00,,
TXN100297,MERCH1026,order_000298,7999.95,INR,upi,captured,2026-01-04T11:26:00,,
TXN100298,MERCH1001,order_000299,999.85,INR,upi,captured,2026-03-05T21:01:00,,
TXN100299,MERCH1017,order_000300,799.90,INR,upi,captured,2026-04-19T12:04:00,,
TXN100300,MERCH1016,order_000301,149.98,INR,netbanking,captured,2026-06-18T22:19:00,,
TXN100301,MERCH1005,order_000302,499.06,INR,wallet,captured,2026-03-08T12:29:00,,
TXN100302,MERCH1012,order_000303,149.83,INR,wallet,captured,2026-04-02T09:22:00,,
TXN100303,MERCH1013,order_000304,4999.00,INR,netbanking,captured,2026-06-29T14:06:00,,
TXN100304,MERCH1016,order_000305,2499.62,INR,netbanking,captured,2026-01-05T05:07:00,,
TXN100305,MERCH1007,order_000306,7999.92,INR,upi,captured,2026-03-09T00:23:00,,
TXN100306,MERCH1026,order_000307,1499.57,INR,wallet,refunded,2026-03-02T23:02:00,,
TXN100307,MERCH1018,order_000308,299.57,INR,upi,captured,2026-01-03T02:36:00,,
TXN100308,MERCH1008,order_000309,299.78,INR,card,captured,2026-01-10T22:40:00,,
TXN100309,MERCH1001,order_000310,7999.54,INR,wallet,captured,2026-06-26T10:33:00,,
TXN100310,MERCH1020,order_000311,299.15,INR,card,captured,2026-05-31T04:24:00,,
TXN100311,MERCH1002,order_000312,7999.72,INR,card,captured,2026-03-17T11:54:00,,
TXN100312,MERCH1004,order_000313,4999.02,INR,netbanking,failed,2026-05-14T09:35:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100313,MERCH1022,order_000314,2499.52,INR,upi,captured,2026-06-15T17:28:00,,
TXN100314,MERCH1020,order_000315,149.81,INR,wallet,captured,2026-06-03T12:24:00,,
TXN100315,MERCH1019,order_000316,799.82,INR,wallet,captured,2026-01-29T14:53:00,,
TXN100316,MERCH1015,order_000317,1499.71,INR,upi,captured,2026-05-24T09:05:00,,
TXN100317,MERCH1026,order_000318,999.83,INR,card,captured,2026-06-25T06:48:00,,
TXN100318,MERCH1022,order_000319,1499.83,INR,upi,failed,2026-03-20T11:03:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100319,MERCH1002,order_000320,2499.37,INR,upi,captured,2026-02-16T16:16:00,,
TXN100320,MERCH1027,order_000321,1499.66,INR,upi,captured,2026-05-09T15:50:00,,
TXN100321,MERCH1010,order_000322,299.66,INR,netbanking,captured,2026-02-11T15:30:00,,
TXN100322,MERCH1011,order_000323,4999.28,INR,wallet,captured,2026-02-20T04:21:00,,
TXN100323,MERCH1006,order_000324,2499.33,INR,upi,captured,2026-02-10T12:14:00,,
TXN100324,MERCH1021,order_000325,149.93,INR,netbanking,captured,2026-03-13T02:51:00,,
TXN100325,MERCH1025,order_000326,4999.55,INR,upi,captured,2026-02-21T08:58:00,,
TXN100326,MERCH1001,order_000327,1499.37,INR,netbanking,captured,2026-03-24T16:47:00,,
TXN100327,MERCH1020,order_000328,2499.25,INR,upi,captured,2026-03-15T18:13:00,,
TXN100328,MERCH1007,order_000329,149.18,INR,card,captured,2026-04-05T12:41:00,,
TXN100329,MERCH1019,order_000330,499.79,INR,card,captured,2026-06-17T22:24:00,,
TXN100330,MERCH1001,order_000331,999.31,INR,card,refunded,2026-02-09T20:11:00,,
TXN100331,MERCH1017,order_000332,499.66,INR,netbanking,captured,2026-02-02T02:56:00,,
TXN100332,MERCH1019,order_000333,799.90,INR,upi,captured,2026-05-14T01:14:00,,
TXN100333,MERCH1024,order_000334,149.83,INR,upi,captured,2026-02-21T08:28:00,,
TXN100334,MERCH1017,order_000335,999.40,INR,netbanking,captured,2026-05-23T09:58:00,,
TXN100335,MERCH1009,order_000336,4999.47,INR,wallet,captured,2026-05-29T15:01:00,,
TXN100336,MERCH1014,order_000337,7999.37,INR,upi,captured,2026-02-06T06:26:00,,
TXN100337,MERCH1015,order_000338,7999.04,INR,card,captured,2026-03-01T08:20:00,,
TXN100338,MERCH1023,order_000339,1499.80,INR,netbanking,failed,2026-01-28T11:42:00,PG_502,Issuer declined the payment
TXN100339,MERCH1026,order_000340,2499.02,INR,wallet,captured,2026-01-07T05:13:00,,
TXN100340,MERCH1021,order_000341,7999.16,INR,wallet,captured,2026-04-22T07:03:00,,
TXN100341,MERCH1019,order_000342,299.45,INR,netbanking,captured,2026-03-24T17:44:00,,
TXN100342,MERCH1029,order_000343,299.10,INR,upi,captured,2026-03-21T14:05:00,,
TXN100343,MERCH1021,order_000344,4999.49,INR,wallet,captured,2026-01-08T10:09:00,,
TXN100344,MERCH1002,order_000345,299.88,INR,card,refunded,2026-06-27T18:12:00,,
TXN100345,MERCH1005,order_000346,7999.42,INR,wallet,captured,2026-01-04T12:34:00,,
TXN100346,MERCH1012,order_000347,7999.98,INR,wallet,captured,2026-02-15T08:06:00,,
TXN100347,MERCH1011,order_000348,299.99,INR,card,captured,2026-01-27T15:02:00,,
TXN100348,MERCH1024,order_000349,999.78,INR,upi,captured,2026-04-09T06:27:00,,
TXN100349,MERCH1022,order_000350,999.75,INR,card,captured,2026-01-17T22:15:00,,
TXN100350,MERCH1011,order_000351,4999.74,INR,wallet,captured,2026-03-12T07:10:00,,
TXN100351,MERCH1025,order_000352,999.78,INR,card,captured,2026-05-25T11:41:00,,
TXN100352,MERCH1030,order_000353,299.66,INR,upi,captured,2026-02-23T04:42:00,,
TXN100353,MERCH1020,order_000354,799.75,INR,wallet,captured,2026-03-23T07:35:00,,
TXN100354,MERCH1012,order_000355,999.09,INR,upi,captured,2026-02-05T19:20:00,,
TXN100355,MERCH1029,order_000356,4999.69,INR,card,refunded,2026-01-28T05:27:00,,
TXN100356,MERCH1005,order_000357,7999.21,INR,upi,captured,2026-02-11T15:07:00,,
TXN100357,MERCH1003,order_000358,299.87,INR,card,captured,2026-03-31T15:45:00,,
TXN100358,MERCH1012,order_000359,4999.65,INR,netbanking,captured,2026-05-29T05:30:00,,
TXN100359,MERCH1029,order_000360,499.99,INR,wallet,captured,2026-04-27T18:30:00,,
TXN100360,MERCH1004,order_000361,149.12,INR,wallet,captured,2026-02-04T04:36:00,,
TXN100361,MERCH1004,order_000362,499.25,INR,upi,captured,2026-02-21T05:42:00,,
TXN100362,MERCH1018,order_000363,149.86,INR,wallet,captured,2026-04-04T15:04:00,,
TXN100363,MERCH1013,order_000364,2499.21,INR,wallet,captured,2026-05-24T20:07:00,,
TXN100364,MERCH1024,order_000365,4999.47,INR,wallet,captured,2026-02-27T15:37:00,,
TXN100365,MERCH1030,order_000366,999.54,INR,card,refunded,2026-05-18T20:52:00,,
TXN100366,MERCH1005,order_000367,299.61,INR,upi,captured,2026-03-27T03:40:00,,
TXN100367,MERCH1011,order_000368,4999.82,INR,card,captured,2026-02-14T09:20:00,,
TXN100368,MERCH1017,order_000369,1499.70,INR,card,captured,2026-02-21T12:18:00,,
TXN100369,MERCH1005,order_000370,999.46,INR,netbanking,captured,2026-04-23T07:14:00,,
TXN100370,MERCH1003,order_000371,799.83,INR,upi,captured,2026-04-04T19:04:00,,
TXN100371,MERCH1009,order_000372,1499.84,INR,upi,captured,2026-04-07T07:34:00,,
TXN100372,MERCH1022,order_000373,1499.15,INR,card,refunded,2026-06-16T22:16:00,,
TXN100373,MERCH1019,order_000374,7999.71,INR,upi,captured,2026-02-04T02:02:00,,
TXN100374,MERCH1021,order_000375,1499.92,INR,upi,captured,2026-03-30T17:06:00,,
TXN100375,MERCH1005,order_000376,799.73,INR,card,captured,2026-01-20T04:37:00,,
TXN100376,MERCH1006,order_000377,799.88,INR,netbanking,failed,2026-01-01T17:55:00,CARD_DECLINED,Issuer declined the payment
TXN100377,MERCH1017,order_000378,4999.13,INR,wallet,captured,2026-02-02T05:04:00,,
TXN100378,MERCH1013,order_000379,1499.99,INR,upi,captured,2026-01-01T21:34:00,,
TXN100379,MERCH1021,order_000380,499.13,INR,wallet,captured,2026-02-02T09:00:00,,
TXN100380,MERCH1010,order_000381,7999.40,INR,upi,captured,2026-04-10T06:54:00,,
TXN100382,MERCH1022,order_000383,1499.16,INR,netbanking,captured,2026-05-28T03:09:00,,
TXN100383,MERCH1015,order_000384,299.01,INR,netbanking,captured,2026-04-26T03:57:00,,
TXN100384,MERCH1006,order_000385,4999.91,INR,netbanking,captured,2026-02-03T04:47:00,,
TXN100385,MERCH1010,order_000386,2499.52,INR,card,refunded,2026-05-22T03:24:00,,
TXN100386,MERCH1008,order_000387,299.91,INR,card,captured,2026-05-25T05:10:00,,
TXN100387,MERCH1025,order_000388,1499.45,INR,upi,captured,2026-04-24T17:07:00,,
TXN100388,MERCH1013,order_000389,149.20,INR,netbanking,captured,2026-01-03T08:06:00,,
TXN100389,MERCH1008,order_000390,2499.08,INR,card,captured,2026-06-28T09:01:00,,
TXN100390,MERCH1008,order_000391,799.08,INR,wallet,captured,2026-04-30T16:03:00,,
TXN100391,MERCH1014,order_000392,299.14,INR,netbanking,captured,2026-05-02T04:56:00,,
TXN100392,MERCH1022,order_000393,499.03,INR,wallet,captured,2026-05-08T06:36:00,,
TXN100393,MERCH1001,order_000394,1499.19,INR,netbanking,captured,2026-03-20T18:29:00,,
TXN100394,MERCH1021,order_000395,299.23,INR,wallet,failed,2026-02-20T21:26:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100395,MERCH1013,order_000396,4999.69,INR,card,captured,2026-01-17T06:30:00,,
TXN100396,MERCH1015,order_000397,299.12,INR,netbanking,captured,2026-06-29T00:07:00,,
TXN100397,MERCH1002,order_000398,1499.98,INR,netbanking,captured,2026-03-08T05:08:00,,
TXN100398,MERCH1012,order_000399,4999.28,INR,wallet,captured,2026-04-03T20:39:00,,
TXN100399,MERCH1011,order_000400,1499.99,INR,netbanking,captured,2026-05-30T06:14:00,,
TXN100400,MERCH1005,order_000401,1499.96,INR,netbanking,captured,2026-04-02T07:20:00,,
TXN100401,MERCH1029,order_000402,499.02,INR,wallet,failed,2026-04-23T02:25:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100402,MERCH1023,order_000403,299.30,INR,netbanking,captured,2026-01-30T15:54:00,,
TXN100403,MERCH1030,order_000404,299.04,INR,netbanking,captured,2026-06-08T07:12:00,,
TXN100404,MERCH1001,order_000405,149.00,INR,upi,captured,2026-02-17T22:16:00,,
TXN100405,MERCH1030,order_000406,499.91,INR,upi,captured,2026-03-12T10:17:00,,
TXN100406,MERCH1029,order_000407,499.41,INR,wallet,captured,2026-02-02T13:32:00,,
TXN100407,MERCH1019,order_000408,4999.40,INR,wallet,refunded,2026-01-17T00:22:00,,
TXN100408,MERCH1004,order_000409,4999.10,INR,wallet,captured,2026-04-18T20:23:00,,
TXN100409,MERCH1001,order_000410,2499.72,INR,card,failed,2026-06-02T05:28:00,PG_502,Issuer declined the payment
TXN100410,MERCH1025,order_000411,1499.25,INR,netbanking,captured,2026-06-22T07:18:00,,
TXN100411,MERCH1029,order_000412,4999.59,INR,upi,captured,2026-04-24T06:46:00,,
TXN100412,MERCH1029,order_000413,299.90,INR,wallet,captured,2026-06-14T12:23:00,,
TXN100413,MERCH1010,order_000414,1499.58,INR,wallet,captured,2026-04-11T16:14:00,,
TXN100414,MERCH1005,order_000415,4999.21,INR,upi,refunded,2026-04-21T00:44:00,,
TXN100415,MERCH1008,order_000416,999.60,INR,card,captured,2026-03-03T03:18:00,,
TXN100416,MERCH1027,order_000417,149.90,INR,upi,captured,2026-04-04T22:25:00,,
TXN100417,MERCH1027,order_000418,299.91,INR,upi,captured,2026-04-24T22:12:00,,
TXN100418,MERCH1029,order_000419,799.73,INR,wallet,captured,2026-02-14T07:57:00,,
TXN100419,MERCH1026,order_000420,4999.91,INR,netbanking,captured,2026-04-24T06:41:00,,
TXN100420,MERCH1022,order_000421,299.91,INR,card,captured,2026-04-28T15:34:00,,
TXN100421,MERCH1018,order_000422,4999.18,INR,upi,captured,2026-03-05T17:30:00,,
TXN100422,MERCH1004,order_000423,149.18,INR,wallet,captured,2026-01-03T13:15:00,,
TXN100423,MERCH1020,order_000424,1499.71,INR,upi,captured,2026-01-12T22:26:00,,
TXN100424,MERCH1029,order_000425,149.35,INR,upi,captured,2026-05-14T09:00:00,,
TXN100425,MERCH1023,order_000426,999.00,INR,card,captured,2026-02-09T05:41:00,,
TXN100426,MERCH1004,order_000427,7999.78,INR,wallet,captured,2026-03-29T22:27:00,,
TXN100427,MERCH1003,order_000428,149.96,INR,card,captured,2026-01-16T07:47:00,,
TXN100428,MERCH1004,order_000429,1499.29,INR,upi,captured,2026-01-18T07:35:00,,
TXN100429,MERCH1012,order_000430,299.66,INR,wallet,captured,2026-06-28T12:01:00,,
TXN100430,MERCH1023,order_000431,799.06,INR,card,captured,2026-03-24T16:52:00,,
TXN100431,MERCH1019,order_000432,7999.99,INR,wallet,captured,2026-01-14T15:57:00,,
TXN100432,MERCH1018,order_000433,999.28,INR,wallet,captured,2026-01-06T14:08:00,,
TXN100433,MERCH1026,order_000434,999.18,INR,upi,captured,2026-02-21T01:24:00,,
TXN100434,MERCH1011,order_000435,299.92,INR,netbanking,captured,2026-06-28T06:37:00,,
TXN100435,MERCH1006,order_000436,499.73,INR,card,captured,2026-05-29T10:42:00,,
TXN100436,MERCH1012,order_000437,799.13,INR,netbanking,captured,2026-06-14T03:05:00,,
TXN100437,MERCH1018,order_000438,149.33,INR,card,failed,2026-03-21T12:43:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100438,MERCH1025,order_000439,499.82,INR,card,captured,2026-05-16T20:58:00,,
TXN100439,MERCH1010,order_000440,499.85,INR,upi,captured,2026-06-03T14:37:00,,
TXN100440,MERCH1019,order_000441,799.47,INR,netbanking,captured,2026-01-05T08:37:00,,
TXN100441,MERCH1001,order_000442,4999.87,INR,card,captured,2026-04-14T21:39:00,,
TXN100442,MERCH1027,order_000443,149.95,INR,wallet,captured,2026-05-12T00:06:00,,
TXN100443,MERCH1024,order_000444,1499.41,INR,wallet,captured,2026-03-09T07:08:00,,
TXN100444,MERCH1018,order_000445,2499.69,INR,netbanking,captured,2026-06-09T15:38:00,,
TXN100445,MERCH1015,order_000446,999.86,INR,wallet,captured,2026-05-14T14:39:00,,
TXN100446,MERCH1021,order_000447,799.21,INR,netbanking,captured,2026-03-31T22:26:00,,
TXN100447,MERCH1012,order_000448,4999.46,INR,upi,captured,2026-02-02T04:37:00,,
TXN100448,MERCH1020,order_000449,499.92,INR,upi,captured,2026-02-26T01:06:00,,
TXN100449,MERCH1017,order_000450,4999.10,INR,card,captured,2026-05-30T14:35:00,,
TXN100450,MERCH1005,order_000451,799.51,INR,upi,captured,2026-03-06T13:26:00,,
TXN100451,MERCH1002,order_000452,499.22,INR,netbanking,failed,2026-05-01T10:29:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100452,MERCH1029,order_000453,999.55,INR,netbanking,captured,2026-05-05T06:55:00,,
TXN100453,MERCH1027,order_000454,499.68,INR,netbanking,captured,2026-04-09T01:13:00,,
TXN100454,MERCH1025,order_000455,4999.29,INR,wallet,captured,2026-02-04T07:54:00,,
TXN100455,MERCH1008,order_000456,4999.12,INR,upi,failed,2026-02-24T12:54:00,PG_502,Issuer declined the payment
TXN100456,MERCH1027,order_000457,7999.97,INR,card,captured,2026-05-22T18:34:00,,
TXN100457,MERCH1002,order_000458,2499.89,INR,upi,captured,2026-03-21T18:12:00,,
TXN100458,MERCH1003,order_000459,7999.17,INR,card,captured,2026-06-16T18:58:00,,
TXN100459,MERCH1001,order_000460,149.37,INR,wallet,captured,2026-01-26T09:58:00,,
TXN100460,MERCH1021,order_000461,7999.10,INR,netbanking,captured,2026-01-17T09:04:00,,
TXN100461,MERCH1029,order_000462,799.34,INR,card,captured,2026-05-07T02:06:00,,
TXN100462,MERCH1004,order_000463,2499.99,INR,wallet,refunded,2026-03-05T05:42:00,,
TXN100463,MERCH1004,order_000464,7999.13,INR,card,captured,2026-04-09T01:37:00,,
TXN100464,MERCH1024,order_000465,1499.74,INR,card,captured,2026-04-25T08:19:00,,
TXN100465,MERCH1003,order_000466,499.93,INR,card,captured,2026-03-03T05:18:00,,
TXN100466,MERCH1007,order_000467,149.26,INR,wallet,captured,2026-06-15T09:24:00,,
TXN100467,MERCH1016,order_000468,999.50,INR,card,captured,2026-01-04T21:49:00,,
TXN100468,MERCH1017,order_000469,999.39,INR,card,captured,2026-02-27T23:18:00,,
TXN100469,MERCH1014,order_000470,2499.87,INR,card,captured,2026-04-06T22:36:00,,
TXN100470,MERCH1015,order_000471,499.42,INR,card,captured,2026-01-12T00:10:00,,
TXN100471,MERCH1016,order_000472,7999.17,INR,card,captured,2026-03-13T12:01:00,,
TXN100472,MERCH1017,order_000473,799.05,INR,netbanking,captured,2026-01-21T11:17:00,,
TXN100473,MERCH1006,order_000474,499.93,INR,netbanking,captured,2026-02-12T19:19:00,,
TXN100474,MERCH1011,order_000475,499.22,INR,card,failed,2026-05-27T08:21:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100475,MERCH1013,order_000476,499.62,INR,wallet,refunded,2026-06-06T04:30:00,,
TXN100476,MERCH1003,order_000477,1499.36,INR,netbanking,captured,2026-01-02T05:25:00,,
TXN100477,MERCH1025,order_000478,999.27,INR,netbanking,captured,2026-01-26T16:28:00,,
TXN100478,MERCH1002,order_000479,2499.06,INR,card,captured,2026-03-12T00:24:00,,
TXN100479,MERCH1001,order_000480,1499.32,INR,netbanking,captured,2026-05-07T03:44:00,,
TXN100480,MERCH1013,order_000481,7999.56,INR,wallet,captured,2026-05-26T18:55:00,,
TXN100481,MERCH1021,order_000482,2499.74,INR,wallet,captured,2026-04-26T22:59:00,,
TXN100482,MERCH1001,order_000483,149.45,INR,netbanking,captured,2026-05-14T07:22:00,,
TXN100483,MERCH1012,order_000484,1499.19,INR,netbanking,captured,2026-06-12T10:04:00,,
TXN100484,MERCH1004,order_000485,4999.26,INR,netbanking,captured,2026-06-03T10:59:00,,
TXN100485,MERCH1016,order_000486,299.91,INR,card,captured,2026-03-23T18:53:00,,
TXN100486,MERCH1021,order_000487,1499.68,INR,netbanking,captured,2026-03-02T01:15:00,,
TXN100487,MERCH1014,order_000488,2499.36,INR,wallet,captured,2026-04-07T22:36:00,,
TXN100488,MERCH1003,order_000489,799.70,INR,wallet,failed,2026-05-25T13:47:00,CARD_DECLINED,Issuer declined the payment
TXN100489,MERCH1010,order_000490,499.26,INR,card,captured,2026-03-29T04:04:00,,
TXN100490,MERCH1018,order_000491,499.75,INR,netbanking,captured,2026-01-06T10:09:00,,
TXN100491,MERCH1015,order_000492,1499.81,INR,netbanking,captured,2026-03-10T10:07:00,,
TXN100492,MERCH1018,order_000493,1499.06,INR,card,captured,2026-03-15T18:41:00,,
TXN100493,MERCH1016,order_000494,799.50,INR,netbanking,captured,2026-03-26T11:54:00,,
TXN100494,MERCH1004,order_000495,1499.46,INR,card,captured,2026-06-12T03:09:00,,
TXN100495,MERCH1022,order_000496,499.20,INR,card,captured,2026-02-18T16:00:00,,
TXN100496,MERCH1020,order_000497,7999.85,INR,upi,captured,2026-04-21T10:20:00,,
TXN100497,MERCH1003,order_000498,299.67,INR,netbanking,captured,2026-01-23T01:49:00,,
TXN100498,MERCH1004,order_000499,1499.20,INR,upi,captured,2026-03-22T18:50:00,,
TXN100499,MERCH1001,order_000500,799.99,INR,upi,captured,2026-03-05T05:32:00,,
