transaction_id,utr_number,settlement_batch_id,bank_status,settlement_date,settled_amount,bank_remarks
TXN100303,UTR449704953341,BATCH70318,settled,2026-06-30T15:06:00,4999.00,Settlement completed
TXN100304,UTR502106875678,BATCH57991,settled,2026-01-05T15:07:00,2499.62,Settlement completed
TXN100305,UTR795969513728,BATCH31852,settled,2026-03-10T04:23:00,7999.92,Settlement completed
TXN100306,UTR434699396004,BATCH95280,settled,2026-03-03T23:02:00,1499.57,Original settlement completed; refund initiated
TXN100307,UTR540340905694,BATCH26638,rejected,2026-01-04T02:36:00,299.57,Invalid beneficiary account
TXN100308,UTR419115442976,BATCH20300,settled,2026-01-11T11:40:00,299.78,Settlement completed
TXN100309,UTR509528889396,BATCH70737,settled,2026-06-27T08:33:00,7999.54,Settlement completed
TXN100310,UTR879407122475,BATCH45803,settled,2026-06-01T03:24:00,299.15,Settlement completed
TXN100311,UTR125112418377,BATCH24435,settled,2026-03-18T10:54:00,7999.72,Settlement completed
TXN100313,UTR183813727848,BATCH31101,settled,2026-06-16T11:28:00,2499.52,Settlement completed
TXN100314,UTR446734939914,BATCH58368,settled,2026-06-04T13:24:00,149.81,Settlement completed
TXN100315,UTR430151529982,BATCH11474,settled,2026-01-29T20:53:00,799.82,Settlement completed
TXN100316,UTR586741041968,BATCH95879,settled,2026-05-24T22:05:00,1499.71,Settlement completed
TXN100317,UTR800837467728,BATCH68720,settled,2026-06-25T15:48:00,999.83,Settlement completed
TXN100319,UTR243273143987,BATCH53671,settled,2026-02-16T23:16:00,2499.37,Settlement completed
TXN100320,UTR447178165322,BATCH91966,settled,2026-05-10T15:50:00,1499.66,Settlement completed
TXN100321,UTR825745277694,BATCH38706,settled,2026-02-12T14:30:00,299.66,Settlement completed
TXN100323,UTR333671667994,BATCH49068,pending,2026-02-12T13:14:00,2499.33,Normal T+2 settlement window
TXN100324,UTR238317523932,BATCH47176,settled,2026-03-13T09:51:00,149.93,Settlement completed
TXN100325,UTR163501786340,BATCH12761,settled,2026-02-22T12:58:00,4999.55,Settlement completed
TXN100326,UTR276740283499,BATCH88768,settled,2026-03-25T12:47:00,1499.37,Settlement completed
TXN100327,UTR653452816763,BATCH61562,settled,2026-03-16T15:13:00,2499.25,Settlement completed
TXN100328,UTR970931458691,BATCH90754,settled,2026-04-06T12:41:00,149.18,Settlement completed
TXN100329,UTR671173828885,BATCH56527,settled,2026-06-18T21:24:00,499.79,Settlement completed
TXN100330,UTR784691546280,BATCH49445,settled,2026-02-11T05:11:00,999.31,Original settlement completed; refund initiated
TXN100331,UTR688645343158,BATCH11707,rejected,2026-02-03T02:56:00,499.66,Invalid beneficiary account
TXN100332,UTR920360216867,BATCH28969,settled,2026-05-15T06:14:00,799.90,Settlement completed
TXN100333,UTR776041987658,BATCH74495,settled,2026-02-22T05:28:00,149.83,Settlement completed
TXN100334,UTR299572306395,BATCH18551,settled,2026-05-24T14:58:00,999.40,Settlement completed
TXN100335,UTR908921342402,BATCH72350,settled,2026-05-30T10:01:00,4999.47,Settlement completed
TXN100336,UTR719937144309,BATCH79561,rejected,2026-02-07T06:26:00,7999.37,Invalid beneficiary account
TXN100337,UTR689911079861,BATCH80257,pending,2026-03-03T12:20:00,7999.04,Normal T+2 settlement window
TXN100340,UTR609152225222,BATCH81105,pending,2026-04-24T08:03:00,7999.16,Normal T+2 settlement window
TXN100341,UTR562602129424,BATCH60815,settled,2026-03-25T06:44:00,299.45,Settlement completed
TXN100342,UTR135495663119,BATCH70846,settled,2026-03-22T05:05:00,299.10,Settlement completed
TXN100343,UTR452038861533,BATCH94370,pending,2026-01-10T14:09:00,4999.49,Normal T+2 settlement window
TXN100344,UTR519933116561,BATCH78983,settled,2026-06-29T01:12:00,299.88,Original settlement completed; refund initiated
TXN100345,UTR923114972958,BATCH47475,settled,2026-01-05T06:34:00,7999.42,Settlement completed
TXN100346,UTR840008595439,BATCH23463,settled,2026-02-16T11:06:00,7999.98,Settlement completed
TXN100347,UTR594086438524,BATCH65557,settled,2026-01-28T11:02:00,299.99,Settlement completed
TXN100348,UTR541180641517,BATCH53860,settled,2026-04-09T22:27:00,999.78,Settlement completed
TXN100349,UTR925006935765,BATCH85561,settled,2026-01-18T06:15:00,999.75,Settlement completed
TXN100350,UTR227245167566,BATCH98303,settled,2026-03-12T15:10:00,4999.74,Settlement completed
TXN100351,UTR345282931590,BATCH83387,settled,2026-05-25T20:41:00,999.78,Settlement completed
TXN100352,UTR605677277222,BATCH73669,pending,2026-02-25T05:42:00,299.66,Normal T+2 settlement window
TXN100353,UTR573044725327,BATCH11874,settled,2026-03-24T06:35:00,799.75,Settlement completed
TXN100354,UTR445816432812,BATCH40313,settled,2026-02-06T12:20:00,999.09,Settlement completed
TXN100355,UTR858271212105,BATCH42408,settled,2026-01-29T13:27:00,4999.69,Original settlement completed; refund initiated
TXN100356,UTR931100767041,BATCH71452,settled,2026-02-12T03:07:00,7999.21,Settlement completed
TXN100357,UTR740308717110,BATCH55595,pending,2026-04-02T16:45:00,299.87,Normal T+2 settlement window
TXN100358,UTR322445172552,BATCH92985,settled,2026-05-30T00:30:00,4999.65,Settlement completed
TXN100359,UTR235577844455,BATCH52784,settled,2026-04-28T05:30:00,499.99,Settlement completed
TXN100360,UTR451931801960,BATCH78828,settled,2026-02-04T10:36:00,149.12,Settlement completed
TXN100361,UTR987249251356,BATCH93336,settled,2026-02-22T04:42:00,499.25,Settlement completed
TXN100362,UTR283692821489,BATCH60289,pending,2026-04-06T17:04:00,149.86,Normal T+2 settlement window
TXN100363,UTR206902489109,BATCH68865,settled,2026-05-26T02:07:00,2499.21,Settlement completed
TXN100364,UTR102078133309,BATCH18367,settled,2026-02-28T01:37:00,4999.47,Settlement completed
TXN100365,UTR514479123731,BATCH90595,settled,2026-05-19T16:52:00,999.54,Original settlement completed; refund initiated
TXN100366,UTR531066856040,BATCH57196,settled,2026-03-27T14:40:00,299.61,Settlement completed
TXN100367,UTR489475193758,BATCH39878,settled,2026-02-15T03:20:00,4999.82,Settlement completed
TXN100368,UTR943751912000,BATCH92867,settled,2026-02-22T18:18:00,1499.70,Settlement completed
TXN100369,UTR185650861870,BATCH76349,settled,2026-04-24T01:14:00,999.46,Settlement completed
TXN100370,UTR125272950266,BATCH37350,settled,2026-04-05T19:04:00,799.83,Settlement completed
TXN100371,UTR846184527582,BATCH98169,settled,2026-04-07T22:34:00,1499.84,Settlement completed
TXN100372,UTR292871882141,BATCH56638,settled,2026-06-17T21:16:00,1499.15,Original settlement completed; refund initiated
TXN100373,UTR764226425922,BATCH68800,settled,2026-02-04T13:02:00,7999.71,Settlement completed
TXN100374,UTR903521037374,BATCH32550,settled,2026-03-31T06:06:00,1499.92,Settlement completed
TXN100375,UTR500105092170,BATCH55545,settled,2026-01-20T18:37:00,799.73,Settlement completed
TXN100377,UTR705276897359,BATCH62485,settled,2026-02-03T05:04:00,4999.13,Settlement completed
TXN100378,UTR577584984433,BATCH27700,settled,2026-01-02T22:34:00,1499.99,Settlement completed
TXN100379,UTR481456734334,BATCH79238,settled,2026-02-03T01:00:00,499.13,Settlement completed
TXN100380,UTR136910672158,BATCH16286,settled,2026-04-11T07:54:00,7999.40,Settlement completed
TXN100381,UTR385824456266,BATCH29772,settled,2026-03-10T19:30:00,1499.71,Settlement completed
TXN100382,UTR643911787316,BATCH55706,settled,2026-05-28T12:09:00,1499.16,Settlement completed
TXN100383,UTR896943199596,BATCH70546,settled,2026-04-27T07:57:00,299.01,Settlement completed
TXN100384,UTR770632215394,BATCH35852,settled,2026-02-04T03:47:00,4999.91,Settlement completed
TXN100385,UTR484460483727,BATCH67820,settled,2026-05-22T22:24:00,2499.52,Original settlement completed; refund initiated
TXN100386,UTR627973559720,BATCH96906,settled,2026-05-25T20:10:00,299.91,Settlement completed
TXN100387,UTR501974882982,BATCH81040,settled,2026-04-25T06:07:00,1499.45,Settlement completed
TXN100388,UTR707894908285,BATCH12423,settled,2026-01-04T06:06:00,149.20,Settlement completed
TXN100389,UTR973726455698,BATCH61625,settled,2026-06-29T10:01:00,2499.08,Settlement completed
TXN100390,UTR770006916417,BATCH19083,settled,2026-05-01T11:03:00,799.08,Settlement completed
TXN100391,UTR219760190698,BATCH24970,settled,2026-05-02T18:56:00,299.14,Settlement completed
TXN100392,UTR774795035357,BATCH98397,settled,2026-05-08T23:36:00,499.03,Settlement completed
TXN100393,UTR598850939690,BATCH51884,pending,2026-03-22T22:29:00,1499.19,Normal T+2 settlement window
TXN100395,UTR978336653492,BATCH77536,settled,2026-01-18T12:30:00,4999.69,Settlement completed
TXN100396,UTR464551295128,BATCH60831,settled,2026-06-29T07:07:00,299.12,Settlement completed
TXN100397,UTR790465813763,BATCH64794,settled,2026-03-09T04:08:00,1499.98,Settlement completed
TXN100398,UTR188020345593,BATCH30485,pending,2026-04-06T04:39:00,4999.28,Normal T+2 settlement window
TXN100399,UTR917609790500,BATCH99560,settled,2026-05-30T19:14:00,1499.99,Settlement completed
TXN100400,UTR695357668282,BATCH31922,pending,2026-04-04T11:20:00,1499.96,Normal T+2 settlement window
TXN100402,UTR601838711495,BATCH19661,settled,2026-01-31T01:54:00,299.30,Settlement completed
TXN100403,UTR931614890052,BATCH35995,settled,2026-06-09T01:12:00,299.04,Settlement completed
TXN100404,UTR131810387949,BATCH66832,settled,2026-02-18T10:16:00,149.00,Settlement completed
TXN100405,UTR914864349541,BATCH95792,settled,2026-03-13T08:17:00,499.91,Settlement completed
TXN100406,UTR993180606597,BATCH42263,pending,2026-02-04T20:32:00,499.41,Normal T+2 settlement window
TXN100407,UTR738542904261,BATCH55344,settled,2026-01-18T03:22:00,4999.40,Original settlement completed; refund initiated
TXN100408,UTR682096176307,BATCH27107,settled,2026-04-20T02:23:00,4999.10,Settlement completed
TXN100410,UTR927459997706,BATCH87211,rejected,2026-06-23T07:18:00,1499.25,Invalid beneficiary account
TXN100411,UTR931167051144,BATCH87282,settled,2026-04-24T17:46:00,4999.59,Settlement completed
TXN100412,UTR505296004609,BATCH94645,rejected,2026-06-15T12:23:00,299.90,Invalid beneficiary account
TXN100413,UTR770808369469,BATCH86070,pending,2026-04-14T00:14:00,1499.58,Normal T+2 settlement window
TXN100414,UTR440642803341,BATCH76675,settled,2026-04-21T22:44:00,4999.21,Original settlement completed; refund initiated
TXN100415,UTR973866146330,BATCH78661,pending,2026-03-05T06:18:00,999.60,Normal T+2 settlement window
TXN100416,UTR377254622993,BATCH65051,settled,2026-04-06T03:25:00,149.90,Settlement completed
TXN100417,UTR328169918051,BATCH74139,settled,2026-04-25T17:12:00,299.91,Settlement completed
TXN100418,UTR415954155311,BATCH16031,settled,2026-02-15T11:57:00,799.73,Settlement completed
TXN100419,UTR513264669267,BATCH56159,settled,2026-04-24T20:41:00,4999.91,Settlement completed
TXN100420,UTR975209896988,BATCH69024,settled,2026-04-29T03:34:00,299.91,Settlement completed
TXN100421,UTR522009008983,BATCH96518,pending,2026-03-08T01:30:00,4999.18,Normal T+2 settlement window
TXN100422,UTR613255818922,BATCH54585,settled,2026-01-04T13:15:00,149.18,Settlement completed
TXN100423,UTR203848459728,BATCH32142,settled,2026-01-13T23:26:00,1499.71,Settlement completed
TXN100424,UTR982504301573,BATCH15736,pending,2026-05-16T14:00:00,149.35,Normal T+2 settlement window
TXN100425,UTR710164314054,BATCH12152,settled,2026-02-10T08:41:00,999.00,Settlement completed
TXN100426,UTR712583975361,BATCH70329,settled,2026-03-30T10:27:00,7999.78,Settlement completed
TXN100427,UTR340651568070,BATCH19702,pending,2026-01-18T12:47:00,149.96,Normal T+2 settlement window
TXN100428,UTR399621680582,BATCH75788,settled,2026-01-19T05:35:00,1499.29,Settlement completed
TXN100429,UTR396002951590,BATCH89799,settled,2026-06-29T18:01:00,299.66,Settlement completed
TXN100430,UTR981013106362,BATCH72314,settled,2026-03-25T00:52:00,799.06,Settlement completed
TXN100431,UTR307467598266,BATCH60917,pending,2026-01-16T16:57:00,7999.99,Normal T+2 settlement window
TXN100432,UTR882192187569,BATCH28181,settled,2026-01-07T16:08:00,999.28,Settlement completed
TXN100433,UTR156049917699,BATCH51746,pending,2026-02-23T08:24:00,999.18,Normal T+2 settlement window
TXN100434,UTR994422717265,BATCH30362,rejected,2026-06-29T06:37:00,299.92,Invalid beneficiary account
TXN100435,UTR287571655447,BATCH77902,settled,2026-05-30T00:42:00,499.73,Settlement completed
TXN100436,UTR716243491468,BATCH48915,settled,2026-06-14T21:05:00,799.13,Settlement completed
TXN100438,UTR664808155849,BATCH25505,pending,2026-05-18T23:58:00,499.82,Normal T+2 settlement window
TXN100439,UTR136656384219,BATCH99973,settled,2026-06-03T21:37:00,499.85,Settlement completed
TXN100440,UTR408536141192,BATCH63641,pending,2026-01-07T15:37:00,799.47,Normal T+2 settlement window
TXN100441,UTR966955747015,BATCH15088,settled,2026-04-15T15:39:00,4999.87,Settlement completed
TXN100442,UTR811355583075,BATCH33974,pending,2026-05-14T01:06:00,149.95,Normal T+2 settlement window
TXN100443,UTR245913647573,BATCH97927,settled,2026-03-10T04:08:00,1499.41,Settlement completed
TXN100444,UTR277538277349,BATCH48053,settled,2026-06-10T00:38:00,2499.69,Settlement completed
TXN100445,UTR868773705582,BATCH55671,settled,2026-05-14T21:39:00,999.86,Settlement completed
TXN100446,UTR386144243905,BATCH84452,settled,2026-04-01T23:26:00,799.21,Settlement completed
TXN100447,UTR516527999879,BATCH28253,settled,2026-02-02T12:37:00,4999.46,Settlement completed
TXN100448,UTR760680526195,BATCH99335,settled,2026-02-26T15:06:00,499.92,Settlement completed
TXN100449,UTR214145947597,BATCH30675,settled,2026-05-31T08:35:00,4999.10,Settlement completed
TXN100450,UTR836909497285,BATCH82723,settled,2026-03-07T19:26:00,799.51,Settlement completed
TXN100452,UTR297266035607,BATCH23315,settled,2026-05-06T07:55:00,999.55,Settlement completed
TXN100453,UTR839355181330,BATCH71053,settled,2026-04-09T21:13:00,499.68,Settlement completed
TXN100454,UTR999370389164,BATCH61673,settled,2026-02-05T02:54:00,4999.29,Settlement completed
TXN100456,UTR750370096319,BATCH18949,settled,2026-05-23T15:34:00,7999.97,Settlement completed
TXN100457,UTR533236121248,BATCH71721,settled,2026-03-22T01:12:00,2499.89,Settlement completed
TXN100458,UTR196769077209,BATCH26190,settled,2026-06-17T19:58:00,7999.17,Settlement completed
TXN100459,UTR184724740214,BATCH90506,settled,2026-01-26T18:58:00,149.37,Settlement completed
TXN100460,UTR648983658381,BATCH47959,settled,2026-01-18T02:04:00,7999.10,Settlement completed
TXN100461,UTR490302190821,BATCH33218,settled,2026-05-07T13:06:00,799.34,Settlement completed
TXN100462,UTR478578171604,BATCH95658,settled,2026-03-06T00:42:00,2499.99,Original settlement completed; refund initiated
TXN100463,UTR626183544878,BATCH29059,pending,2026-04-11T02:37:00,7999.13,Normal T+2 settlement window
TXN100464,UTR607365564875,BATCH31168,settled,2026-04-25T21:19:00,1499.74,Settlement completed
TXN100465,UTR153025334777,BATCH97847,pending,2026-03-05T08:18:00,499.93,Normal T+2 settlement window
TXN100466,UTR703922685659,BATCH45631,settled,2026-06-16T05:24:00,149.26,Settlement completed
TXN100467,UTR999217960441,BATCH95755,settled,2026-01-05T11:49:00,999.50,Settlement completed
TXN100468,UTR189686689719,BATCH98200,settled,2026-02-28T13:18:00,999.39,Settlement completed
TXN100469,UTR839069981141,BATCH29837,settled,2026-04-08T00:36:00,2499.87,Settlement completed
TXN100470,UTR168626434840,BATCH49937,settled,2026-01-13T00:10:00,499.42,Settlement completed
TXN100471,UTR689214591255,BATCH67660,pending,2026-03-15T14:01:00,7999.17,Normal T+2 settlement window
TXN100472,UTR979844648111,BATCH84566,settled,2026-01-21T23:17:00,799.05,Settlement completed
TXN100473,UTR775101415907,BATCH47743,settled,2026-02-13T23:19:00,499.93,Settlement completed
TXN100475,UTR856802225006,BATCH24127,settled,2026-06-07T16:30:00,499.62,Original settlement completed; refund initiated
TXN100477,UTR257518849606,BATCH75054,pending,2026-01-28T17:28:00,999.27,Normal T+2 settlement window
TXN100478,UTR894618544008,BATCH32244,pending,2026-03-14T03:24:00,2499.06,Normal T+2 settlement window
TXN100479,UTR459776676737,BATCH43293,settled,2026-05-07T12:44:00,1499.32,Settlement completed
TXN100480,UTR403533651174,BATCH90810,settled,2026-05-27T20:55:00,7999.56,Settlement completed
TXN100481,UTR798743972378,BATCH43969,pending,2026-04-29T02:59:00,2499.74,Normal T+2 settlement window
TXN100482,UTR565730983384,BATCH35102,settled,2026-05-15T05:22:00,149.45,Settlement completed
TXN100483,UTR804965630274,BATCH71568,settled,2026-06-13T15:04:00,1499.19,Settlement completed
TXN100484,UTR848394414533,BATCH40190,settled,2026-06-03T22:59:00,4999.26,Settlement completed
TXN100485,UTR189802427068,BATCH54467,settled,2026-03-24T08:53:00,299.91,Settlement completed
TXN100486,UTR873408833245,BATCH98604,settled,2026-03-02T21:15:00,1499.68,Settlement completed
TXN100487,UTR612066859519,BATCH68430,pending,2026-04-10T03:36:00,2499.36,Normal T+2 settlement window
TXN100489,UTR979306086104,BATCH67975,settled,2026-03-29T21:04:00,499.26,Settlement completed
TXN100490,UTR147812751105,BATCH54614,settled,2026-01-07T12:09:00,499.75,Settlement completed
TXN100491,UTR539748711650,BATCH90459,settled,2026-03-11T13:07:00,1499.81,Settlement completed
TXN100492,UTR441473922522,BATCH86194,settled,2026-03-16T17:41:00,1499.06,Settlement completed
TXN100493,UTR710918071469,BATCH53484,settled,2026-03-27T03:54:00,799.50,Settlement completed
TXN100494,UTR149044136883,BATCH22079,settled,2026-06-12T22:09:00,1499.46,Settlement completed
TXN100495,UTR754772360949,BATCH72594,settled,2026-02-19T13:00:00,499.20,Settlement completed
TXN100496,UTR620938364231,BATCH29180,settled,2026-04-22T03:20:00,7999.85,Settlement completed
TXN100497,UTR395811257317,BATCH34094,settled,2026-01-23T07:49:00,299.67,Settlement completed
TXN100498,UTR712942704226,BATCH33093,settled,2026-03-23T10:50:00,1499.20,Settlement completed
TXN100499,UTR526275969281,BATCH13669,settled,2026-03-05T14:32:00,799.99,Settlement completed
