transaction_id,ledger_entry_id,entry_type,ledger_status,posted_date,reconciled_amount,reconciliation_flag
TXN100373,LEDGER981951,credit,posted,2026-02-04T21:02:00,7999.71,matched
TXN100374,LEDGER687692,credit,posted,2026-03-31T13:06:00,1499.92,matched
TXN100375,LEDGER157245,credit,posted,2026-01-21T01:37:00,799.73,matched
TXN100377,LEDGER574544,credit,posted,2026-02-03T10:04:00,4999.13,matched
TXN100378,LEDGER242399,credit,posted,2026-01-03T02:34:00,1499.99,matched
TXN100379,LEDGER758380,credit,mismatched,2026-02-03T04:00:00,489.13,mismatch
TXN100380,LEDGER248337,credit,posted,2026-04-11T15:54:00,7999.40,matched
TXN100381,LEDGER248677,credit,posted,2026-03-11T01:30:00,1499.71,matched
TXN100382,LEDGER295029,credit,posted,2026-05-28T16:09:00,1499.16,matched
TXN100383,LEDGER602909,credit,posted,2026-04-27T14:57:00,299.01,matched
TXN100384,LEDGER987823,credit,posted,2026-02-04T10:47:00,4999.91,matched
TXN100385,LEDGER118042,reversal,posted,2026-05-23T03:24:00,-2499.52,matched
TXN100386,LEDGER460318,credit,mismatched,2026-05-25T23:10:00,289.91,mismatch
TXN100387,LEDGER830792,credit,posted,2026-04-25T12:07:00,1499.45,matched
TXN100388,LEDGER403765,credit,posted,2026-01-04T11:06:00,149.20,matched
TXN100389,LEDGER327186,credit,posted,2026-06-29T11:01:00,2499.08,matched
TXN100390,LEDGER289905,credit,posted,2026-05-01T14:03:00,799.08,matched
TXN100391,LEDGER471340,credit,posted,2026-05-03T02:56:00,299.14,matched
TXN100392,LEDGER434871,credit,posted,2026-05-09T01:36:00,499.03,matched
TXN100393,LEDGER998616,credit,pending,2026-03-23T02:29:00,1499.19,pending
TXN100396,LEDGER954636,credit,posted,2026-06-29T10:07:00,299.12,matched
TXN100397,LEDGER113621,credit,pending,2026-03-10T00:08:00,1499.98,pending
TXN100398,LEDGER359658,credit,pending,2026-04-06T08:39:00,4999.28,pending
TXN100399,LEDGER566583,credit,posted,2026-05-30T21:14:00,1499.99,matched
TXN100400,LEDGER251351,credit,pending,2026-04-04T15:20:00,1499.96,pending
TXN100402,LEDGER638362,credit,posted,2026-01-31T08:54:00,299.30,matched
TXN100403,LEDGER839538,credit,posted,2026-06-09T08:12:00,299.04,matched
TXN100404,LEDGER905522,credit,posted,2026-02-18T12:16:00,149.00,matched
TXN100405,LEDGER970809,credit,pending,2026-03-14T04:17:00,499.91,pending
TXN100406,LEDGER572527,credit,pending,2026-02-05T00:32:00,499.41,pending
TXN100407,LEDGER565628,reversal,posted,2026-01-18T08:22:00,-4999.40,matched
TXN100408,LEDGER286803,credit,pending,2026-04-20T22:23:00,4999.10,pending
TXN100410,LEDGER235801,credit,pending,2026-06-23T15:18:00,1499.25,pending
TXN100411,LEDGER655060,credit,posted,2026-04-24T22:46:00,4999.59,matched
TXN100412,LEDGER137539,credit,pending,2026-06-15T20:23:00,299.90,pending
TXN100413,LEDGER348618,credit,pending,2026-04-14T04:14:00,1499.58,pending
TXN100414,LEDGER380716,reversal,posted,2026-04-22T03:44:00,-4999.21,matched
TXN100415,LEDGER706605,credit,pending,2026-03-05T10:18:00,999.60,pending
TXN100416,LEDGER759362,credit,mismatched,2026-04-06T06:25:00,139.90,mismatch
TXN100417,LEDGER268516,credit,posted,2026-04-25T19:12:00,299.91,matched
TXN100418,LEDGER165222,credit,posted,2026-02-15T17:57:00,799.73,matched
TXN100419,LEDGER786160,credit,posted,2026-04-25T01:41:00,4999.91,matched
TXN100420,LEDGER649580,credit,posted,2026-04-29T06:34:00,299.91,matched
TXN100421,LEDGER942179,credit,pending,2026-03-08T05:30:00,4999.18,pending
TXN100422,LEDGER366911,credit,posted,2026-01-04T21:15:00,149.18,matched
TXN100423,LEDGER865255,credit,posted,2026-01-14T05:26:00,1499.71,matched
TXN100424,LEDGER254643,credit,pending,2026-05-16T18:00:00,149.35,pending
TXN100425,LEDGER248752,credit,mismatched,2026-02-10T11:41:00,974.00,mismatch
TXN100426,LEDGER939706,credit,posted,2026-03-30T15:27:00,7999.78,matched
TXN100427,LEDGER437537,credit,pending,2026-01-18T16:47:00,149.96,pending
TXN100428,LEDGER782290,credit,posted,2026-01-19T11:35:00,1499.29,matched
TXN100429,LEDGER174724,credit,posted,2026-06-29T21:01:00,299.66,matched
TXN100430,LEDGER227999,credit,mismatched,2026-03-25T03:52:00,774.06,mismatch
TXN100431,LEDGER731900,credit,pending,2026-01-16T20:57:00,7999.99,pending
TXN100432,LEDGER916890,credit,posted,2026-01-08T00:08:00,999.28,matched
TXN100433,LEDGER832402,credit,pending,2026-02-23T12:24:00,999.18,pending
TXN100434,LEDGER518482,credit,pending,2026-06-29T14:37:00,299.92,pending
TXN100435,LEDGER842699,credit,pending,2026-05-30T20:42:00,499.73,pending
TXN100436,LEDGER616783,credit,posted,2026-06-15T01:05:00,799.13,matched
TXN100438,LEDGER378743,credit,pending,2026-05-19T03:58:00,499.82,pending
TXN100439,LEDGER410188,credit,posted,2026-06-04T03:37:00,499.85,matched
TXN100440,LEDGER469588,credit,pending,2026-01-07T19:37:00,799.47,pending
TXN100441,LEDGER788415,credit,pending,2026-04-16T11:39:00,4999.87,pending
TXN100442,LEDGER499758,credit,pending,2026-05-14T05:06:00,149.95,pending
TXN100443,LEDGER178533,credit,posted,2026-03-10T05:08:00,1499.41,matched
TXN100444,LEDGER700805,credit,pending,2026-06-10T20:38:00,2499.69,pending
TXN100445,LEDGER728387,credit,posted,2026-05-15T05:39:00,999.86,matched
TXN100446,LEDGER795853,credit,posted,2026-04-02T07:26:00,799.21,matched
TXN100447,LEDGER168892,credit,posted,2026-02-02T15:37:00,4999.46,matched
TXN100448,LEDGER442401,credit,pending,2026-02-27T11:06:00,499.92,pending
TXN100449,LEDGER279774,credit,posted,2026-05-31T12:35:00,4999.10,matched
TXN100450,LEDGER496031,credit,posted,2026-03-08T03:26:00,799.51,matched
TXN100452,LEDGER196056,credit,pending,2026-05-07T03:55:00,999.55,pending
TXN100453,LEDGER618223,credit,posted,2026-04-10T04:13:00,499.68,matched
TXN100454,LEDGER513681,credit,posted,2026-02-05T03:54:00,4999.29,matched
TXN100456,LEDGER600297,credit,posted,2026-05-23T21:34:00,7999.97,matched
TXN100457,LEDGER585435,credit,posted,2026-03-22T05:12:00,2499.89,matched
TXN100458,LEDGER483871,credit,pending,2026-06-18T15:58:00,7999.17,pending
TXN100459,LEDGER272047,credit,posted,2026-01-26T20:58:00,149.37,matched
TXN100460,LEDGER920949,credit,mismatched,2026-01-18T05:04:00,7949.10,mismatch
TXN100461,LEDGER450773,credit,posted,2026-05-07T14:06:00,799.34,matched
TXN100462,LEDGER220299,reversal,posted,2026-03-06T05:42:00,-2499.99,matched
TXN100463,LEDGER907410,credit,pending,2026-04-11T06:37:00,7999.13,pending
TXN100464,LEDGER457524,credit,posted,2026-04-26T05:19:00,1499.74,matched
TXN100465,LEDGER710224,credit,pending,2026-03-05T12:18:00,499.93,pending
TXN100466,LEDGER534477,credit,posted,2026-06-16T08:24:00,149.26,matched
TXN100467,LEDGER827421,credit,mismatched,2026-01-05T14:49:00,949.50,mismatch
TXN100468,LEDGER807613,credit,posted,2026-02-28T21:18:00,999.39,matched
TXN100469,LEDGER619581,credit,mismatched,2026-04-08T03:36:00,2449.87,mismatch
TXN100470,LEDGER795612,credit,posted,2026-01-13T01:10:00,499.42,matched
TXN100471,LEDGER904967,credit,pending,2026-03-15T18:01:00,7999.17,pending
TXN100472,LEDGER898072,credit,posted,2026-01-22T04:17:00,799.05,matched
TXN100473,LEDGER810626,credit,posted,2026-02-14T04:19:00,499.93,matched
TXN100475,LEDGER404306,reversal,posted,2026-06-07T21:30:00,-499.62,matched
TXN100476,LEDGER104476,credit,posted,2026-01-02T13:25:00,1499.36,matched
TXN100477,LEDGER522636,credit,pending,2026-01-28T21:28:00,999.27,pending
TXN100478,LEDGER529082,credit,pending,2026-03-14T07:24:00,2499.06,pending
TXN100479,LEDGER144350,credit,posted,2026-05-07T19:44:00,1499.32,matched
TXN100480,LEDGER926697,credit,posted,2026-05-28T00:55:00,7999.56,matched
TXN100481,LEDGER697444,credit,pending,2026-04-29T06:59:00,2499.74,pending
TXN100482,LEDGER969344,credit,posted,2026-05-15T10:22:00,149.45,matched
TXN100483,LEDGER850500,credit,posted,2026-06-13T21:04:00,1499.19,matched
TXN100484,LEDGER861832,credit,pending,2026-06-04T18:59:00,4999.26,pending
TXN100485,LEDGER411946,credit,posted,2026-03-24T13:53:00,299.91,matched
TXN100486,LEDGER361690,credit,posted,2026-03-02T22:15:00,1499.68,matched
TXN100487,LEDGER406997,credit,pending,2026-04-10T07:36:00,2499.36,pending
TXN100489,LEDGER502493,credit,posted,2026-03-29T23:04:00,499.26,matched
TXN100490,LEDGER879763,credit,posted,2026-01-07T19:09:00,499.75,matched
TXN100491,LEDGER220961,credit,posted,2026-03-11T15:07:00,1499.81,matched
TXN100492,LEDGER345516,credit,posted,2026-03-17T01:41:00,1499.06,matched
TXN100493,LEDGER195295,credit,mismatched,2026-03-27T06:54:00,789.50,mismatch
TXN100494,LEDGER195048,credit,posted,2026-06-13T06:09:00,1499.46,matched
TXN100495,LEDGER273234,credit,posted,2026-02-19T14:00:00,499.20,matched
TXN100496,LEDGER535867,credit,posted,2026-04-22T04:20:00,7999.85,matched
TXN100498,LEDGER782911,credit,posted,2026-03-23T16:50:00,1499.20,matched
TXN100499,LEDGER551244,credit,posted,2026-03-05T22:32:00,799.99,matched
